tip	date	distance	residual
seq_1776_2005-07-15_V1439_DEN2_USA	2005.5342465753424	0.019961978069906107	4.3223011546359574E-4
seq_1783_1999-07-15_V1428_DEN2_USA	1999.5342465753424	0.014039978069906103	-3.17285644415341E-4
seq_1733_1999-07-15_V1425_DEN2_USA	1999.5342465753424	0.01571297806990611	0.0013557143555846668
seq_1729_1998-07-15_V677_DEN2_USA	1998.5342465753424	0.013736978069906102	2.4179506227146527E-4
seq_1998_1987-07-15_V1168_DEN2_USA	1987.5342465753424	0.005065978069906107	0.001053682835826574
seq_1997_1987-07-15_V1166_DEN2_USA	1987.5342465753424	0.0037499780699061093	-2.623171641734233E-4
seq_1995_1991-07-15_V1087_DEN2_USA	1991.5342465753424	0.007048978069906105	-4.1163999092065726E-4
seq_1994_1989-07-15_V1177_DEN2_USA	1989.5342465753424	0.005478978069906107	-2.574785775470408E-4
seq_2016_1987-07-15_V1174_DEN2_USA	1987.5342465753424	0.004269021930093893	2.567266960143604E-4
seq_2015_1987-07-15_V1172_DEN2_USA	1987.5342465753424	0.004269021930093893	2.567266960143604E-4
seq_2014_1987-07-15_V1171_DEN2_USA	1987.5342465753424	0.005183021930093895	0.001170726696014362
seq_2005_1992-07-15_V855_DEN2_USA	1992.535519125683	0.007345021930093895	-9.787738785167503E-4
seq_2002_1995-07-15_V1372_DEN2_USA	1995.5342465753424	0.009902021930093895	-0.0010069189574803197
seq_2007_1993-07-15_V1356_DEN2_USA	1993.5342465753424	0.008805021930093897	-3.7975754410648E-4
seq_2010_1994-07-15_V680_DEN2_USA	1994.5342465753424	0.009488021930093897	-5.588382507932879E-4
seq_2008_1994-07-15_V684_DEN2_USA	1994.5342465753424	0.009193021930093893	-8.538382507932915E-4
seq_2004_1996-07-15_V1054_DEN2_USA	1996.535519125683	0.010864021930093896	-9.080967052639798E-4
seq_2006_1994-07-15_V1057_DEN2_USA	1994.5342465753424	0.009392021930093895	-6.548382507932902E-4
seq_2003_1995-07-15_V1368_DEN2_USA	1995.5342465753424	0.010178021930093897	-7.309189574803178E-4
